t, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, 
65, -13.161097, -7.992419, 5.684836, 6.144939, -9.503809, 7.643448, -10.868333, 7.459828, -0.430854, -2.452213, 8.402463, 0.261336, -7.352230, -6.104090, 0.165537, -14.347296, 7.734640, -7.745756, -0.607846, -11.695607, 10.694071, 3.010991, -12.912743, 0.675216, 1.491093, -18.372410, 5.310622, 13.163825, -1.536516, 0.120426, 7.126091, -11.544921, 18.001560, -15.350221, -2.899385, 1.325422, 5.384252, 4.688949, 5.238529, -11.176069, -12.031856, -9.430603, -6.449778, -17.164264, 16.819688, 0.473511, 14.556862, 2.468982, 7.575638, -2.783935, -12.146797, 5.801036, -5.552378, 5.013706, -17.223756, 5.798948, 8.071521, 2.734535, 19.485620, -10.290349, -10.987695, -6.213711, 4.543964, 9.136047, 5.854851, 0.970727, 0.823276, -2.375294, -9.318242, -9.953183, 5.254665, -10.134387, -11.605152, 9.610632, 8.611169, 8.474568, 6.108457, 12.602224, 7.538075, -13.957208, -6.172090, -4.920022, -10.221870, -1.748302, 13.114307, -3.889687, 4.752120, -14.926973, 17.080649, 8.710496, -6.242980, -14.312843, -14.211062, 6.127310, 12.292929, 8.667070, -2.596523, 9.366374, -9.761478, 14.197668, 
66, -13.351375, -8.136561, 5.757603, 6.269284, -9.714817, 7.773471, -11.064829, 7.562152, -0.374180, -2.424321, 8.469224, 0.229249, -7.422648, -6.204421, 0.107906, -14.568189, 7.779996, -7.828525, -0.670362, -11.801671, 10.833933, 3.011133, -13.079467, 0.686790, 1.528532, -18.583466, 5.401780, 13.408606, -1.631932, 0.178645, 7.213738, -11.693968, 18.247250, -15.518859, -2.914439, 1.311127, 5.534537, 4.797695, 5.361262, -11.386885, -12.179014, -9.641669, -6.510385, -17.361644, 17.053169, 0.535795, 14.761686, 2.518749, 7.687477, -2.799826, -12.307752, 5.921142, -5.588095, 5.089348, -17.452191, 5.822866, 8.162093, 2.779036, 19.710243, -10.390252, -11.156666, -6.385362, 4.568614, 9.274642, 6.004261, 1.014560, 0.899406, -2.384157, -9.476505, -10.091024, 5.305310, -10.367100, -11.846456, 9.748344, 8.794195, 8.659761, 6.237382, 12.799925, 7.717922, -14.145020, -6.190803, -4.962942, -10.398984, -1.708501, 13.254402, -3.909816, 4.791911, -15.139912, 17.270331, 8.841293, -6.368465, -14.479046, -14.429772, 6.278951, 12.503041, 8.744722, -2.577360, 9.532439, -9.837399, 14.345723, 
67, -13.541652, -8.280702, 5.830371, 6.393630, -9.925825, 7.903494, -11.261326, 7.664475, -0.317506, -2.396429, 8.535986, 0.197162, -7.493066, -6.304751, 0.050276, -14.789082, 7.825352, -7.911294, -0.732879, -11.907736, 10.973795, 3.011275, -13.246192, 0.698365, 1.565971, -18.794523, 5.492938, 13.653386, -1.727347, 0.236863, 7.301386, -11.843016, 18.492941, -15.687497, -2.929492, 1.296831, 5.684823, 4.906440, 5.483995, -11.597702, -12.326172, -9.852734, -6.570992, -17.559025, 17.286650, 0.598078, 14.966510, 2.568517, 7.799316, -2.815717, -12.468707, 6.041248, -5.623812, 5.164991, -17.680627, 5.846785, 8.252665, 2.823538, 19.934866, -10.490154, -11.325637, -6.557013, 4.593264, 9.413236, 6.153671, 1.058392, 0.975536, -2.393020, -9.634768, -10.228866, 5.355955, -10.599813, -12.087760, 9.886057, 8.977221, 8.844955, 6.366308, 12.997626, 7.897768, -14.332832, -6.209516, -5.005863, -10.576097, -1.668700, 13.394497, -3.929945, 4.831703, -15.352851, 17.460014, 8.972089, -6.493949, -14.645249, -14.648482, 6.430592, 12.713152, 8.822375, -2.558196, 9.698504, -9.913320, 14.493779, 
68, -13.731930, -8.424844, 5.903138, 6.517975, -10.136833, 8.033517, -11.457823, 7.766799, -0.260832, -2.368536, 8.602748, 0.165076, -7.563484, -6.405081, -0.007355, -15.009975, 7.870708, -7.994064, -0.795395, -12.013801, 11.113657, 3.011416, -13.412917, 0.709940, 1.603410, -19.005580, 5.584096, 13.898166, -1.822763, 0.295081, 7.389033, -11.992063, 18.738631, -15.856136, -2.944546, 1.282536, 5.835109, 5.015186, 5.606728, -11.808518, -12.473331, -10.063800, -6.631599, -17.756405, 17.520132, 0.660362, 15.171334, 2.618284, 7.911156, -2.831608, -12.629662, 6.161354, -5.659529, 5.240633, -17.909063, 5.870703, 8.343237, 2.868039, 20.159489, -10.590057, -11.494608, -6.728663, 4.617914, 9.551831, 6.303081, 1.102225, 1.051667, -2.401882, -9.793031, -10.366707, 5.406600, -10.832525, -12.329064, 10.023769, 9.160247, 9.030148, 6.495234, 13.195327, 8.077615, -14.520645, -6.228229, -5.048784, -10.753210, -1.628899, 13.534593, -3.950074, 4.871494, -15.565789, 17.649696, 9.102886, -6.619434, -14.811452, -14.867192, 6.582232, 12.923264, 8.900027, -2.539033, 9.864569, -9.989241, 14.641834, 
69, -13.922207, -8.568986, 5.975905, 6.642320, -10.347840, 8.163540, -11.654319, 7.869122, -0.204157, -2.340644, 8.669510, 0.132989, -7.633902, -6.505411, -0.064986, -15.230869, 7.916064, -8.076833, -0.857912, -12.119865, 11.253519, 3.011558, -13.579642, 0.721514, 1.640848, -19.216636, 5.675255, 14.142947, -1.918178, 0.353299, 7.476680, -12.141111, 18.984322, -16.024774, -2.959599, 1.268241, 5.985394, 5.123931, 5.729460, -12.019335, -12.620489, -10.274866, -6.692206, -17.953785, 17.753613, 0.722646, 15.376158, 2.668051, 8.022995, -2.847499, -12.790617, 6.281461, -5.695246, 5.316276, -18.137499, 5.894622, 8.433809, 2.912540, 20.384112, -10.689960, -11.663578, -6.900314, 4.642564, 9.690426, 6.452491, 1.146058, 1.127797, -2.410745, -9.951294, -10.504549, 5.457245, -11.065238, -12.570368, 10.161482, 9.343272, 9.215342, 6.624160, 13.393028, 8.257461, -14.708457, -6.246942, -5.091705, -10.930323, -1.589099, 13.674688, -3.970204, 4.911285, -15.778728, 17.839379, 9.233683, -6.744918, -14.977655, -15.085902, 6.733873, 13.133375, 8.977680, -2.519869, 10.030634, -10.065162, 14.789889, 
70, -14.112485, -8.713128, 6.048673, 6.766666, -10.558848, 8.293563, -11.850816, 7.971446, -0.147483, -2.312751, 8.736272, 0.100902, -7.704320, -6.605742, -0.122617, -15.451762, 7.961420, -8.159602, -0.920428, -12.225930, 11.393381, 3.011699, -13.746366, 0.733089, 1.678287, -19.427693, 5.766413, 14.387727, -2.013594, 0.411517, 7.564327, -12.290159, 19.230012, -16.193412, -2.974652, 1.253946, 6.135680, 5.232676, 5.852193, -12.230151, -12.767647, -10.485931, -6.752813, -18.151165, 17.987094, 0.784930, 15.580981, 2.717818, 8.134834, -2.863390, -12.951572, 6.401567, -5.730963, 5.391918, -18.365934, 5.918540, 8.524381, 2.957042, 20.608735, -10.789863, -11.832549, -7.071965, 4.667214, 9.829021, 6.601900, 1.189890, 1.203927, -2.419608, -10.109557, -10.642390, 5.507890, -11.297951, -12.811672, 10.299194, 9.526298, 9.400535, 6.753085, 13.590729, 8.437307, -14.896269, -6.265654, -5.134626, -11.107437, -1.549298, 13.814783, -3.990333, 4.951077, -15.991667, 18.029061, 9.364480, -6.870403, -15.143858, -15.304612, 6.885514, 13.343486, 9.055332, -2.500705, 10.196699, -10.141083, 14.937944, 
71, -14.302762, -8.857270, 6.121440, 6.891011, -10.769856, 8.423586, -12.047313, 8.073769, -0.090809, -2.284859, 8.803033, 0.068815, -7.774738, -6.706072, -0.180248, -15.672655, 8.006776, -8.242371, -0.982945, -12.331994, 11.533243, 3.011841, -13.913091, 0.744663, 1.715726, -19.638749, 5.857571, 14.632507, -2.109009, 0.469736, 7.651974, -12.439206, 19.475703, -16.362050, -2.989706, 1.239650, 6.285966, 5.341422, 5.974926, -12.440967, -12.914806, -10.696997, -6.813419, -18.348545, 18.220575, 0.847213, 15.785805, 2.767585, 8.246674, -2.879281, -13.112527, 6.521673, -5.766680, 5.467560, -18.594370, 5.942459, 8.614952, 3.001543, 20.833358, -10.889766, -12.001520, -7.243616, 4.691864, 9.967615, 6.751310, 1.233723, 1.280058, -2.428471, -10.267819, -10.780232, 5.558535, -11.530664, -13.052976, 10.436907, 9.709324, 9.585729, 6.882011, 13.788430, 8.617154, -15.084082, -6.284367, -5.177546, -11.284550, -1.509497, 13.954879, -4.010462, 4.990868, -16.204606, 18.218743, 9.495276, -6.995887, -15.310060, -15.523322, 7.037155, 13.553598, 9.132984, -2.481542, 10.362763, -10.217004, 15.085999, 
72, -14.493040, -9.001412, 6.194207, 7.015356, -10.980864, 8.553609, -12.243809, 8.176093, -0.034135, -2.256967, 8.869795, 0.036728, -7.845156, -6.806402, -0.237878, -15.893548, 8.052132, -8.325141, -1.045461, -12.438059, 11.673105, 3.011983, -14.079816, 0.756238, 1.753165, -19.849806, 5.948729, 14.877288, -2.204425, 0.527954, 7.739621, -12.588254, 19.721393, -16.530688, -3.004759, 1.225355, 6.436251, 5.450167, 6.097659, -12.651784, -13.061964, -10.908063, -6.874026, -18.545925, 18.454057, 0.909497, 15.990629, 2.817352, 8.358513, -2.895172, -13.273482, 6.641779, -5.802396, 5.543203, -18.822806, 5.966377, 8.705524, 3.046044, 21.057981, -10.989668, -12.170491, -7.415267, 4.716513, 10.106210, 6.900720, 1.277555, 1.356188, -2.437333, -10.426082, -10.918074, 5.609180, -11.763377, -13.294280, 10.574619, 9.892350, 9.770922, 7.010937, 13.986131, 8.797000, -15.271894, -6.303080, -5.220467, -11.461663, -1.469696, 14.094974, -4.030591, 5.030660, -16.417545, 18.408426, 9.626073, -7.121372, -15.476263, -15.742032, 7.188796, 13.763709, 9.210637, -2.462378, 10.528828, -10.292925, 15.234054, 
73, -14.683317, -9.145554, 6.266975, 7.139701, -11.191872, 8.683632, -12.440306, 8.278416, 0.022540, -2.229074, 8.936557, 0.004641, -7.915573, -6.906733, -0.295509, -16.114441, 8.097488, -8.407910, -1.107978, -12.544123, 11.812967, 3.012124, -14.246541, 0.767813, 1.790604, -20.060863, 6.039887, 15.122068, -2.299840, 0.586172, 7.827268, -12.737302, 19.967084, -16.699326, -3.019813, 1.211060, 6.586537, 5.558913, 6.220392, -12.862600, -13.209122, -11.119128, -6.934633, -18.743305, 18.687538, 0.971781, 16.195453, 2.867120, 8.470352, -2.911063, -13.434437, 6.761885, -5.838113, 5.618845, -19.051241, 5.990296, 8.796096, 3.090546, 21.282604, -11.089571, -12.339462, -7.586917, 4.741163, 10.244805, 7.050130, 1.321388, 1.432318, -2.446196, -10.584345, -11.055915, 5.659825, -11.996090, -13.535584, 10.712332, 10.075376, 9.956116, 7.139862, 14.183832, 8.976847, -15.459707, -6.321793, -5.263388, -11.638777, -1.429895, 14.235069, -4.050721, 5.070451, -16.630484, 18.598108, 9.756870, -7.246856, -15.642466, -15.960742, 7.340437, 13.973821, 9.288289, -2.443214, 10.694893, -10.368846, 15.382109, 
74, -14.873595, -9.289696, 6.339742, 7.264047, -11.402880, 8.813655, -12.636803, 8.380740, 0.079214, -2.201182, 9.003319, -0.027446, -7.985991, -7.007063, -0.353140, -16.335334, 8.142844, -8.490679, -1.170494, -12.650188, 11.952829, 3.012266, -14.413265, 0.779387, 1.828043, -20.271919, 6.131045, 15.366848, -2.395255, 0.644390, 7.914915, -12.886349, 20.212774, -16.867965, -3.034866, 1.196764, 6.736823, 5.667658, 6.343125, -13.073417, -13.356280, -11.330194, -6.995240, -18.940685, 18.921019, 1.034064, 16.400277, 2.916887, 8.582192, -2.926954, -13.595392, 6.881991, -5.873830, 5.694487, -19.279677, 6.014215, 8.886668, 3.135047, 21.507227, -11.189474, -12.508433, -7.758568, 4.765813, 10.383400, 7.199539, 1.365221, 1.508448, -2.455059, -10.742608, -11.193757, 5.710470, -12.228803, -13.776888, 10.850044, 10.258402, 10.141310, 7.268788, 14.381533, 9.156693, -15.647519, -6.340506, -5.306309, -11.815890, -1.390094, 14.375165, -4.070850, 5.110243, -16.843422, 18.787790, 9.887667, -7.372341, -15.808669, -16.179452, 7.492077, 14.183932, 9.365942, -2.424051, 10.860958, -10.444767, 15.530164, 
75, -15.063872, -9.433838, 6.412510, 7.388392, -11.613888, 8.943678, -12.833299, 8.483063, 0.135888, -2.173290, 9.070081, -0.059533, -8.056409, -7.107393, -0.410771, -16.556227, 8.188200, -8.573448, -1.233011, -12.756252, 12.092691, 3.012408, -14.579990, 0.790962, 1.865481, -20.482976, 6.222203, 15.611629, -2.490671, 0.702609, 8.002562, -13.035397, 20.458464, -17.036603, -3.049920, 1.182469, 6.887108, 5.776404, 6.465858, -13.284233, -13.503439, -11.541259, -7.055847, -19.138066, 19.154501, 1.096348, 16.605101, 2.966654, 8.694031, -2.942845, -13.756347, 7.002097, -5.909547, 5.770130, -19.508113, 6.038133, 8.977240, 3.179548, 21.731850, -11.289377, -12.677404, -7.930219, 4.790463, 10.521994, 7.348949, 1.409053, 1.584579, -2.463922, -10.900871, -11.331598, 5.761115, -12.461516, -14.018192, 10.987757, 10.441428, 10.326503, 7.397714, 14.579234, 9.336539, -15.835331, -6.359218, -5.349229, -11.993003, -1.350294, 14.515260, -4.090979, 5.150034, -17.056361, 18.977473, 10.018463, -7.497825, -15.974872, -16.398162, 7.643718, 14.394044, 9.443594, -2.404887, 11.027023, -10.520688, 15.678219, 
76, -15.254149, -9.577980, 6.485277, 7.512737, -11.824895, 9.073701, -13.029796, 8.585387, 0.192563, -2.145397, 9.136842, -0.091620, -8.126827, -7.207723, -0.468402, -16.777120, 8.233556, -8.656218, -1.295527, -12.862317, 12.232553, 3.012549, -14.746715, 0.802536, 1.902920, -20.694032, 6.313362, 15.856409, -2.586086, 0.760827, 8.090209, -13.184444, 20.704155, -17.205241, -3.064973, 1.168174, 7.037394, 5.885149, 6.588591, -13.495049, -13.650597, -11.752325, -7.116453, -19.335446, 19.387982, 1.158632, 16.809925, 3.016421, 8.805871, -2.958736, -13.917302, 7.122203, -5.945264, 5.845772, -19.736549, 6.062052, 9.067812, 3.224050, 21.956473, -11.389280, -12.846375, -8.101870, 4.815113, 10.660589, 7.498359, 1.452886, 1.660709, -2.472784, -11.059134, -11.469440, 5.811761, -12.694229, -14.259496, 11.125469, 10.624454, 10.511697, 7.526640, 14.776935, 9.516386, -16.023144, -6.377931, -5.392150, -12.170117, -1.310493, 14.655355, -4.111108, 5.189825, -17.269300, 19.167155, 10.149260, -7.623310, -16.141075, -16.616872, 7.795359, 14.604155, 9.521246, -2.385723, 11.193088, -10.596609, 15.826274, 
77, -15.444427, -9.722122, 6.558044, 7.637082, -12.035903, 9.203724, -13.226293, 8.687710, 0.249237, -2.117505, 9.203604, -0.123706, -8.197245, -7.308054, -0.526033, -16.998013, 8.278912, -8.738987, -1.358044, -12.968382, 12.372415, 3.012691, -14.913440, 0.814111, 1.940359, -20.905089, 6.404520, 16.101189, -2.681502, 0.819045, 8.177856, -13.333492, 20.949845, -17.373879, -3.080027, 1.153879, 7.187680, 5.993895, 6.711324, -13.705866, -13.797755, -11.963391, -7.177060, -19.532826, 19.621463, 1.220916, 17.014748, 3.066188, 8.917710, -2.974627, -14.078256, 7.242309, -5.980981, 5.921415, -19.964984, 6.085970, 9.158384, 3.268551, 22.181096, -11.489182, -13.015346, -8.273521, 4.839763, 10.799184, 7.647769, 1.496718, 1.736839, -2.481647, -11.217397, -11.607281, 5.862406, -12.926942, -14.500800, 11.263182, 10.807480, 10.696890, 7.655565, 14.974636, 9.696232, -16.210956, -6.396644, -5.435071, -12.347230, -1.270692, 14.795450, -4.131237, 5.229617, -17.482239, 19.356837, 10.280057, -7.748794, -16.307278, -16.835582, 7.947000, 14.814267, 9.598899, -2.366560, 11.359152, -10.672530, 15.974329, 
78, -15.634704, -9.866264, 6.630812, 7.761428, -12.246911, 9.333747, -13.422789, 8.790034, 0.305911, -2.089613, 9.270366, -0.155793, -8.267663, -7.408384, -0.583663, -17.218907, 8.324268, -8.821756, -1.420560, -13.074446, 12.512277, 3.012832, -15.080164, 0.825686, 1.977798, -21.116146, 6.495678, 16.345970, -2.776917, 0.877263, 8.265503, -13.482540, 21.195536, -17.542517, -3.095080, 1.139583, 7.337965, 6.102640, 6.834057, -13.916682, -13.944913, -12.174456, -7.237667, -19.730206, 19.854944, 1.283199, 17.219572, 3.115955, 9.029549, -2.990518, -14.239211, 7.362415, -6.016698, 5.997057, -20.193420, 6.109889, 9.248956, 3.313052, 22.405719, -11.589085, -13.184317, -8.445171, 4.864413, 10.937779, 7.797179, 1.540551, 1.812969, -2.490510, -11.375660, -11.745123, 5.913051, -13.159654, -14.742104, 11.400894, 10.990506, 10.882084, 7.784491, 15.172337, 9.876079, -16.398768, -6.415357, -5.477992, -12.524343, -1.230891, 14.935546, -4.151367, 5.269408, -17.695178, 19.546520, 10.410854, -7.874279, -16.473481, -17.054292, 8.098641, 15.024378, 9.676551, -2.347396, 11.525217, -10.748451, 16.122384, 
79, -15.824982, -10.010406, 6.703579, 7.885773, -12.457919, 9.463770, -13.619286, 8.892357, 0.362585, -2.061720, 9.337128, -0.187880, -8.338081, -7.508714, -0.641294, -17.439800, 8.369624, -8.904525, -1.483077, -13.180511, 12.652139, 3.012974, -15.246889, 0.837260, 2.015237, -21.327202, 6.586836, 16.590750, -2.872333, 0.935482, 8.353151, -13.631587, 21.441226, -17.711155, -3.110134, 1.125288, 7.488251, 6.211385, 6.956790, -14.127499, -14.092072, -12.385522, -7.298274, -19.927586, 20.088426, 1.345483, 17.424396, 3.165723, 9.141389, -3.006409, -14.400166, 7.482521, -6.052415, 6.072699, -20.421856, 6.133807, 9.339528, 3.357554, 22.630342, -11.688988, -13.353288, -8.616822, 4.889063, 11.076374, 7.946588, 1.584384, 1.889100, -2.499373, -11.533923, -11.882964, 5.963696, -13.392367, -14.983408, 11.538607, 11.173532, 11.067277, 7.913417, 15.370038, 10.055925, -16.586581, -6.434070, -5.520913, -12.701457, -1.191090, 15.075641, -4.171496, 5.309200, -17.908117, 19.736202, 10.541650, -7.999763, -16.639684, -17.273002, 8.250282, 15.234489, 9.754204, -2.328232, 11.691282, -10.824372, 16.270439, 
80, -16.015259, -10.154548, 6.776347, 8.010118, -12.668927, 9.593793, -13.815782, 8.994681, 0.419260, -2.033828, 9.403890, -0.219967, -8.408499, -7.609044, -0.698925, -17.660693, 8.414980, -8.987295, -1.545593, -13.286575, 12.792000, 3.013116, -15.413614, 0.848835, 2.052676, -21.538259, 6.677994, 16.835530, -2.967748, 0.993700, 8.440798, -13.780635, 21.686917, -17.879793, -3.125187, 1.110993, 7.638537, 6.320131, 7.079523, -14.338315, -14.239230, -12.596588, -7.358881, -20.124966, 20.321907, 1.407767, 17.629220, 3.215490, 9.253228, -3.022300, -14.561121, 7.602628, -6.088132, 6.148342, -20.650291, 6.157726, 9.430100, 3.402055, 22.854966, -11.788891, -13.522259, -8.788473, 4.913712, 11.214968, 8.095998, 1.628216, 1.965230, -2.508235, -11.692185, -12.020806, 6.014341, -13.625080, -15.224712, 11.676319, 11.356557, 11.252471, 8.042342, 15.567739, 10.235771, -16.774393, -6.452782, -5.563833, -12.878570, -1.151289, 15.215736, -4.191625, 5.348991, -18.121056, 19.925884, 10.672447, -8.125248, -16.805886, -17.491712, 8.401922, 15.444601, 9.831856, -2.309069, 11.857347, -10.900293, 16.418495, 
81, -16.205537, -10.298690, 6.849114, 8.134463, -12.879935, 9.723816, -14.012279, 9.097004, 0.475934, -2.005935, 9.470651, -0.252054, -8.478916, -7.709375, -0.756556, -17.881586, 8.460336, -9.070064, -1.608110, -13.392640, 12.931862, 3.013257, -15.580338, 0.860409, 2.090115, -21.749315, 6.769152, 17.080311, -3.063164, 1.051918, 8.528445, -13.929682, 21.932607, -18.048432, -3.140240, 1.096697, 7.788822, 6.428876, 7.202256, -14.549131, -14.386388, -12.807653, -7.419488, -20.322346, 20.555388, 1.470051, 17.834044, 3.265257, 9.365067, -3.038191, -14.722076, 7.722734, -6.123849, 6.223984, -20.878727, 6.181644, 9.520671, 3.446556, 23.079589, -11.888793, -13.691230, -8.960124, 4.938362, 11.353563, 8.245408, 1.672049, 2.041360, -2.517098, -11.850448, -12.158647, 6.064986, -13.857793, -15.466016, 11.814032, 11.539583, 11.437664, 8.171268, 15.765440, 10.415618, -16.962205, -6.471495, -5.606754, -13.055683, -1.111489, 15.355832, -4.211754, 5.388783, -18.333994, 20.115567, 10.803244, -8.250732, -16.972089, -17.710422, 8.553563, 15.654712, 9.909509, -2.289905, 12.023412, -10.976214, 16.566550, 
82, -16.395814, -10.442831, 6.921881, 8.258809, -13.090943, 9.853839, -14.208776, 9.199328, 0.532608, -1.978043, 9.537413, -0.284141, -8.549334, -7.809705, -0.814187, -18.102479, 8.505692, -9.152833, -1.670626, -13.498704, 13.071724, 3.013399, -15.747063, 0.871984, 2.127553, -21.960372, 6.860311, 17.325091, -3.158580, 1.110136, 8.616092, -14.078730, 22.178298, -18.217070, -3.155293, 1.082401, 7.939108, 6.537622, 7.324989, -14.759948, -14.533547, -13.018719, -7.480094, -20.519726, 20.788869, 1.532334, 18.038868, 3.315024, 9.476907, -3.054082, -14.883031, 7.842840, -6.159566, 6.299627, -21.107163, 6.205563, 9.611243, 3.491058, 23.304212, -11.988696, -13.860201, -9.131775, 4.963012, 11.492158, 8.394818, 1.715881, 2.117490, -2.525961, -12.008711, -12.296489, 6.115631, -14.090506, -15.707320, 11.951744, 11.722609, 11.622858, 8.300194, 15.963141, 10.595464, -17.150018, -6.490208, -5.649675, -13.232796, -1.071688, 15.495927, -4.231884, 5.428574, -18.546933, 20.305249, 10.934041, -8.376217, -17.138292, -17.929132, 8.705204, 15.864824, 9.987161, -2.270742, 12.189477, -11.052135, 16.714605, 
83, -16.586092, -10.586973, 6.994649, 8.383154, -13.301951, 9.983862, -14.405272, 9.301651, 0.589283, -1.950151, 9.604175, -0.316228, -8.619752, -7.910035, -0.871817, -18.323372, 8.551048, -9.235602, -1.733143, -13.604769, 13.211586, 3.013541, -15.913788, 0.883559, 2.164992, -22.171428, 6.951469, 17.569871, -3.253996, 1.168355, 8.703739, -14.227778, 22.423988, -18.385708, -3.170346, 1.068105, 8.089394, 6.646367, 7.447722, -14.970764, -14.680705, -13.229785, -7.540701, -20.717106, 21.022351, 1.594618, 18.243692, 3.364791, 9.588746, -3.069973, -15.043986, 7.962946, -6.195283, 6.375269, -21.335599, 6.229481, 9.701815, 3.535559, 23.528835, -12.088599, -14.029172, -9.303425, 4.987662, 11.630753, 8.544228, 1.759714, 2.193621, -2.534824, -12.166974, -12.434330, 6.166276, -14.323219, -15.948624, 12.089457, 11.905635, 11.808051, 8.429120, 16.160842, 10.775311, -17.337830, -6.508921, -5.692596, -13.409910, -1.031887, 15.636022, -4.252013, 5.468365, -18.759872, 20.494931, 11.064837, -8.501701, -17.304495, -18.147842, 8.856845, 16.074935, 10.064813, -2.251578, 12.355541, -11.128056, 16.862660, 
84, -16.776369, -10.731115, 7.067416, 8.507499, -13.512959, 10.113885, -14.601769, 9.403975, 0.645957, -1.922258, 9.670937, -0.348315, -8.690170, -8.010366, -0.929448, -18.544265, 8.596404, -9.318372, -1.795659, -13.710833, 13.351448, 3.013682, -16.080513, 0.895133, 2.202431, -22.382485, 7.042627, 17.814651, -3.349411, 1.226568, 8.791386, -14.376825, 22.669679, -18.554346, -3.185399, 1.053809, 8.239679, 6.755113, 7.570455, -15.181581, -14.827863, -13.440850, -7.601308, -20.914487, 21.255832, 1.656902, 18.448515, 3.414558, 9.700585, -3.085864, -15.204941, 8.083052, -6.231000, 6.450911, -21.564034, 6.253400, 9.792387, 3.580060, 23.753458, -12.188502, -14.198143, -9.475076, 5.012312, 11.769347, 8.693637, 1.803546, 2.269751, -2.543686, -12.325237, -12.572172, 6.216921, -14.555932, -16.189928, 12.227169, 12.088661, 11.993245, 8.558045, 16.358543, 10.955157, -17.525643, -6.527634, -5.735516, -13.587023, -0.992086, 15.776118, -4.272142, 5.508157, -18.972811, 20.684614, 11.195634, -8.627186, -17.470698, -18.366552, 9.008486, 16.285047, 10.142466, -2.232414, 12.521606, -11.203977, 17.010715, 
85, -16.966647, -10.875257, 7.140183, 8.631844, -13.723966, 10.243908, -14.798266, 9.506298, 0.702631, -1.894366, 9.737699, -0.380402, -8.760588, -8.110696, -0.987079, -18.765158, 8.641760, -9.401141, -1.858175, -13.816898, 13.491310, 3.013824, -16.247237, 0.906708, 2.239870, -22.593542, 7.133785, 18.059432, -3.444826, 1.284782, 8.879033, -14.525873, 22.915369, -18.722984, -3.200451, 1.039514, 8.389965, 6.863858, 7.693188, -15.392397, -14.975021, -13.651916, -7.661915, -21.111867, 21.489313, 1.719186, 18.653339, 3.464325, 9.812425, -3.101755, -15.365896, 8.203158, -6.266716, 6.526554, -21.792470, 6.277318, 9.882959, 3.624562, 23.978081, -12.288405, -14.367113, -9.646727, 5.036962, 11.907942, 8.843047, 1.847379, 2.345881, -2.552549, -12.483500, -12.710013, 6.267566, -14.788645, -16.431232, 12.364881, 12.271687, 12.178438, 8.686971, 16.556244, 11.135004, -17.713455, -6.546347, -5.778437, -13.764136, -0.952285, 15.916213, -4.292271, 5.547948, -19.185750, 20.874296, 11.326431, -8.752670, -17.636901, -18.585262, 9.160127, 16.495158, 10.220118, -2.213251, 12.687671, -11.279898, 17.158770, 
86, -17.156924, -11.019399, 7.212951, 8.756190, -13.934974, 10.373931, -14.994762, 9.608622, 0.759305, -1.866474, 9.804460, -0.412488, -8.831006, -8.211026, -1.044710, -18.986052, 8.687116, -9.483910, -1.920692, -13.922963, 13.631172, 3.013965, -16.413962, 0.918282, 2.277309, -22.804598, 7.224943, 18.304212, -3.540242, 1.342995, 8.966680, -14.674920, 23.161060, -18.891622, -3.215504, 1.025218, 8.540251, 6.972604, 7.815921, -15.603213, -15.122180, -13.862981, -7.722522, -21.309247, 21.722794, 1.781469, 18.858163, 3.514093, 9.924264, -3.117646, -15.526851, 8.323264, -6.302433, 6.602196, -22.020906, 6.301237, 9.973531, 3.669063, 24.202704, -12.388307, -14.536084, -9.818378, 5.061612, 12.046537, 8.992457, 1.891212, 2.422011, -2.561412, -12.641763, -12.847855, 6.318212, -15.021358, -16.672536, 12.502594, 12.454713, 12.363632, 8.815897, 16.753945, 11.314850, -17.901267, -6.565059, -5.821358, -13.941250, -0.912485, 16.056308, -4.312401, 5.587740, -19.398689, 21.063978, 11.457228, -8.878155, -17.803104, -18.803972, 9.311767, 16.705270, 10.297771, -2.194087, 12.853736, -11.355819, 17.306825, 
